g/kWh;;
590.08;;
595.53;;
588.19;;
567.24;;
561.67;;
563.10;;
551.41;;
554.88;;
562.13;;
575.04;;
585.43;;
592.69;;
587.11;;
580.37;;
603.64;;
604.87;;
605.49;;
600.90;;
590.88;;
549.60;;
546.92;;
550.11;;
548.94;;
544.03;;
538.40;;
551.45;;
547.93;;
522.13;;
512.76;;
499.30;;
487.06;;
484.64;;
496.04;;
507.20;;
526.39;;
530.11;;
513.64;;
505.94;;
521.76;;
540.96;;
552.09;;
553.04;;
558.59;;
553.28;;
547.03;;
540.72;;
543.23;;
548.63;;
563.66;;
578.53;;
557.87;;
539.41;;
533.95;;
519.30;;
509.09;;
504.69;;
503.22;;
513.47;;
519.48;;
517.27;;
501.38;;
492.23;;
495.71;;
489.67;;
483.06;;
481.38;;
466.44;;
454.20;;
437.69;;
418.20;;
412.41;;
411.91;;
420.87;;
428.24;;
419.24;;
409.26;;
408.13;;
404.62;;
391.30;;
386.64;;
383.05;;
386.97;;
403.37;;
413.13;;
398.26;;
398.61;;
406.46;;
406.45;;
401.45;;
389.32;;
380.57;;
376.90;;
371.50;;
364.87;;
364.89;;
371.53;;
381.87;;
398.22;;
405.73;;
400.90;;
402.18;;
394.92;;
386.07;;
390.56;;
399.78;;
411.47;;
439.94;;
456.77;;
465.38;;
481.25;;
501.30;;
529.42;;
554.07;;
567.33;;
568.42;;
562.93;;
556.96;;
548.92;;
543.06;;
559.12;;
574.71;;
590.41;;
589.42;;
587.95;;
575.17;;
553.54;;
538.29;;
539.42;;
547.09;;
565.92;;
586.73;;
592.11;;
565.60;;
550.18;;
549.89;;
562.85;;
562.01;;
557.94;;
551.84;;
540.73;;
524.02;;
514.81;;
501.51;;
486.44;;
473.02;;
456.00;;
443.21;;
421.93;;
404.67;;
384.79;;
371.20;;
343.27;;
331.53;;
331.96;;
336.33;;
339.16;;
332.05;;
329.34;;
324.39;;
322.49;;
307.91;;
305.57;;
292.86;;
274.20;;
251.65;;
232.08;;
220.97;;
231.46;;
265.23;;
294.08;;
309.96;;
318.01;;
313.60;;
311.59;;
307.65;;
307.73;;
310.79;;
319.31;;
344.15;;
360.25;;
372.09;;
394.82;;
413.19;;
431.51;;
450.03;;
463.64;;
468.81;;
477.15;;
473.52;;
495.87;;
505.33;;
507.58;;
520.64;;
547.36;;
547.53;;
537.32;;
541.95;;
536.23;;
516.76;;
514.59;;
524.48;;
527.79;;
533.62;;
538.83;;
515.60;;
522.44;;
519.20;;
515.43;;
507.31;;
496.95;;
483.76;;
462.38;;
450.70;;
440.86;;
447.31;;
457.06;;
449.26;;
459.69;;
445.10;;
432.81;;
413.39;;
402.67;;
392.36;;
378.19;;
372.63;;
362.04;;
356.08;;
350.46;;
339.40;;
330.85;;
318.62;;
289.17;;
271.29;;
270.89;;
264.98;;
258.67;;
241.31;;
235.55;;
238.14;;
238.01;;
254.83;;
281.51;;
303.28;;
315.97;;
313.25;;
316.37;;
304.26;;
292.74;;
294.87;;
307.84;;
323.77;;
334.27;;
336.31;;
339.13;;
346.88;;
354.85;;
354.51;;
355.63;;
348.62;;
347.90;;
347.73;;
348.55;;
350.68;;
360.52;;
375.80;;
388.72;;
390.82;;
385.67;;
388.39;;
386.81;;
385.14;;
379.79;;
377.11;;
385.23;;
381.62;;
381.41;;
368.14;;
359.10;;
359.79;;
348.26;;
335.18;;
334.25;;
321.67;;
316.93;;
311.43;;
314.10;;
330.11;;
345.82;;
366.64;;
395.50;;
423.21;;
442.25;;
449.98;;
452.47;;
451.09;;
457.03;;
462.90;;
467.16;;
485.80;;
492.64;;
481.26;;
474.73;;
483.22;;
502.01;;
506.16;;
512.37;;
513.95;;
516.76;;
513.28;;
514.65;;
512.67;;
515.94;;
515.03;;
510.73;;
521.54;;
531.76;;
537.89;;
528.87;;
520.09;;
518.23;;
527.39;;
543.10;;
558.49;;
565.60;;
561.53;;
556.45;;
559.35;;
577.76;;
574.83;;
573.15;;
565.27;;
555.44;;
552.32;;
539.84;;
529.62;;
536.57;;
547.67;;
557.79;;
538.32;;
530.12;;
521.06;;
515.72;;
510.02;;
508.07;;
513.17;;
526.55;;
548.20;;
545.72;;
529.04;;
528.64;;
544.60;;
556.12;;
571.74;;
575.17;;
560.50;;
547.57;;
543.02;;
534.63;;
527.55;;
531.39;;
540.95;;
552.68;;
542.17;;
532.67;;
528.75;;
518.21;;
513.38;;
508.50;;
510.51;;
514.99;;
531.16;;
539.45;;
528.52;;
538.04;;
540.83;;
555.77;;
557.60;;
551.51;;
533.74;;
511.70;;
498.51;;
480.17;;
466.96;;
469.59;;
467.59;;
473.58;;
456.60;;
453.66;;
448.58;;
433.65;;
423.69;;
422.31;;
417.83;;
415.16;;
410.60;;
418.17;;
401.83;;
390.86;;
387.54;;
382.52;;
372.83;;
368.92;;
341.58;;
330.87;;
314.06;;
299.95;;
291.22;;
294.27;;
297.63;;
295.65;;
298.78;;
315.68;;
313.72;;
308.67;;
304.20;;
304.26;;
303.29;;
305.83;;
313.27;;
311.48;;
303.23;;
300.64;;
293.73;;
276.42;;
264.39;;
257.71;;
245.93;;
225.65;;
217.40;;
214.39;;
217.84;;
234.05;;
262.06;;
294.07;;
323.10;;
335.82;;
339.37;;
333.85;;
342.68;;
353.35;;
358.52;;
370.44;;
398.66;;
416.54;;
410.79;;
404.16;;
404.73;;
391.09;;
380.10;;
364.63;;
328.80;;
294.03;;
272.46;;
239.36;;
215.96;;
199.01;;
191.62;;
187.54;;
195.43;;
197.26;;
199.11;;
188.89;;
192.23;;
187.72;;
184.00;;
183.09;;
191.94;;
194.96;;
195.72;;
187.94;;
187.35;;
173.11;;
171.94;;
174.82;;
174.20;;
174.39;;
171.41;;
167.32;;
169.12;;
170.09;;
168.17;;
167.85;;
170.40;;
168.66;;
159.99;;
158.31;;
154.64;;
155.19;;
154.44;;
169.60;;
192.27;;
242.84;;
296.50;;
318.41;;
335.67;;
352.27;;
371.37;;
387.72;;
382.79;;
368.18;;
346.35;;
328.94;;
332.31;;
351.32;;
366.48;;
373.40;;
385.56;;
382.20;;
385.92;;
391.31;;
390.56;;
399.15;;
404.12;;
409.25;;
413.97;;
416.35;;
403.79;;
386.53;;
400.38;;
403.23;;
393.51;;
397.20;;
384.42;;
384.48;;
380.19;;
369.66;;
368.13;;
356.45;;
356.42;;
350.46;;
337.86;;
323.25;;
305.31;;
290.85;;
276.68;;
274.23;;
258.37;;
248.97;;
246.80;;
240.12;;
240.22;;
239.09;;
241.83;;
228.50;;
218.98;;
220.90;;
208.77;;
186.62;;
186.86;;
189.66;;
189.70;;
190.51;;
206.77;;
229.32;;
254.38;;
274.40;;
272.32;;
265.24;;
262.81;;
259.05;;
264.37;;
284.88;;
322.41;;
377.84;;
399.17;;
409.29;;
420.49;;
440.61;;
446.60;;
445.84;;
436.83;;
426.45;;
421.90;;
420.81;;
411.02;;
412.22;;
428.11;;
426.16;;
408.31;;
400.81;;
399.96;;
394.40;;
396.23;;
398.13;;
412.49;;
425.82;;
435.88;;
441.95;;
431.05;;
423.95;;
429.09;;
439.25;;
438.94;;
436.71;;
419.54;;
400.23;;
387.44;;
379.55;;
370.86;;
368.28;;
371.59;;
367.92;;
344.27;;
328.48;;
315.85;;
304.19;;
295.89;;
270.98;;
261.49;;
261.00;;
272.17;;
276.91;;
279.60;;
262.57;;
259.35;;
239.65;;
221.83;;
216.28;;
196.45;;
193.46;;
182.27;;
178.73;;
177.54;;
179.86;;
182.32;;
189.33;;
206.89;;
218.17;;
213.28;;
198.87;;
174.63;;
160.71;;
150.04;;
149.27;;
170.87;;
192.46;;
194.81;;
185.31;;
167.60;;
155.09;;
153.30;;
153.03;;
151.75;;
147.81;;
149.92;;
150.96;;
152.34;;
152.17;;
151.89;;
151.57;;
149.51;;
142.93;;
138.54;;
138.00;;
139.61;;
142.10;;
146.36;;
148.12;;
147.47;;
153.80;;
162.25;;
168.24;;
174.49;;
167.83;;
174.12;;
177.84;;
180.34;;
165.11;;
154.89;;
152.27;;
150.42;;
157.14;;
173.27;;
204.74;;
215.75;;
228.74;;
236.22;;
226.88;;
227.14;;
234.04;;
239.13;;
246.24;;
265.15;;
286.58;;
306.81;;
311.38;;
313.73;;
320.35;;
313.28;;
301.40;;
299.00;;
303.83;;
300.35;;
286.70;;
278.20;;
271.53;;
283.25;;
305.01;;
300.28;;
299.42;;
291.06;;
273.81;;
269.03;;
267.93;;
270.25;;
278.90;;
292.02;;
307.68;;
310.81;;
309.99;;
319.23;;
327.80;;
328.60;;
333.77;;
321.60;;
307.20;;
302.72;;
299.07;;
293.42;;
306.90;;
330.38;;
342.39;;
346.55;;
338.92;;
335.38;;
319.94;;
308.59;;
299.54;;
304.23;;
315.85;;
350.99;;
390.95;;
400.14;;
406.83;;
421.02;;
438.37;;
456.11;;
472.04;;
478.53;;
475.38;;
466.79;;
469.07;;
470.94;;
471.79;;
464.22;;
452.21;;
438.88;;
415.40;;
396.06;;
383.24;;
370.76;;
364.60;;
371.56;;
391.43;;
405.75;;
423.99;;
424.71;;
422.84;;
430.64;;
436.44;;
443.08;;
448.94;;
452.45;;
430.33;;
406.44;;
399.08;;
398.30;;
390.53;;
395.47;;
403.87;;
394.52;;
381.89;;
372.13;;
344.21;;
317.47;;
304.35;;
305.65;;
326.92;;
363.71;;
406.31;;
434.27;;
443.82;;
469.37;;
496.29;;
532.05;;
559.13;;
570.71;;
557.19;;
541.25;;
532.46;;
521.28;;
505.39;;
489.55;;
473.13;;
451.77;;
414.24;;
350.28;;
310.17;;
290.66;;
250.05;;
232.62;;
243.63;;
311.47;;
384.03;;
388.25;;
372.43;;
357.70;;
349.85;;
326.40;;
316.94;;
311.33;;
296.96;;
290.61;;
288.54;;
292.54;;
290.69;;
279.00;;
270.72;;
249.32;;
221.00;;
189.68;;
180.32;;
174.67;;
175.28;;
176.52;;
175.65;;
192.83;;
244.65;;
258.49;;
237.38;;
220.68;;
215.98;;
204.38;;
207.78;;
200.97;;
190.91;;
184.24;;
187.58;;
188.17;;
191.70;;
215.74;;
248.22;;
272.91;;
269.87;;
244.03;;
234.32;;
228.85;;
238.58;;
265.90;;
297.29;;
333.23;;
356.51;;
356.45;;
349.09;;
352.59;;
353.39;;
343.32;;
347.71;;
335.94;;
335.34;;
337.94;;
349.19;;
357.25;;
374.84;;
400.25;;
406.33;;
412.23;;
403.95;;
402.91;;
388.43;;
369.48;;
358.73;;
357.73;;
357.96;;
365.45;;
371.43;;
366.97;;
333.73;;
305.98;;
274.58;;
246.79;;
246.56;;
232.24;;
214.03;;
213.75;;
217.08;;
222.66;;
224.41;;
230.65;;
246.36;;
255.67;;
247.05;;
243.65;;
239.34;;
235.86;;
242.88;;
249.53;;
251.10;;
252.03;;
255.62;;
252.40;;
244.99;;
239.38;;
220.49;;
207.56;;
200.78;;
177.00;;
164.98;;
160.35;;
163.87;;
169.20;;
173.91;;
188.39;;
200.45;;
201.54;;
192.01;;
182.20;;
167.03;;
153.59;;
148.23;;
148.91;;
155.23;;
166.82;;
178.27;;
193.66;;
194.90;;
199.58;;
201.19;;
197.10;;
208.25;;
202.03;;
184.48;;
193.19;;
204.43;;
240.30;;
271.68;;
296.29;;
300.69;;
298.89;;
282.60;;
272.53;;
260.10;;
242.75;;
234.72;;
217.21;;
208.07;;
209.00;;
217.65;;
222.51;;
225.68;;
234.59;;
243.55;;
230.51;;
215.49;;
199.22;;
174.02;;
166.07;;
159.75;;
153.54;;
152.13;;
157.00;;
158.85;;
158.29;;
153.19;;
145.72;;
141.47;;
140.60;;
144.37;;
149.30;;
151.83;;
149.83;;
164.09;;
201.33;;
211.74;;
207.57;;
193.02;;
192.88;;
198.78;;
215.10;;
227.80;;
232.50;;
237.29;;
233.03;;
219.48;;
204.27;;
195.93;;
185.26;;
173.15;;
162.83;;
159.85;;
153.51;;
143.74;;
139.90;;
139.75;;
140.57;;
142.32;;
142.47;;
144.75;;
146.13;;
150.10;;
151.76;;
157.41;;
159.47;;
151.79;;
150.62;;
153.63;;
155.42;;
155.45;;
164.29;;
173.38;;
180.84;;
186.04;;
181.32;;
175.43;;
178.60;;
185.54;;
188.14;;
205.89;;
220.40;;
227.87;;
233.80;;
226.93;;
229.51;;
227.89;;
221.99;;
228.93;;
219.48;;
206.04;;
202.17;;
197.18;;
210.39;;
224.80;;
253.78;;
281.44;;
303.90;;
323.53;;
319.03;;
313.60;;
305.68;;
301.33;;
297.09;;
307.55;;
318.29;;
324.48;;
310.87;;
294.80;;
280.62;;
260.31;;
246.31;;
242.79;;
228.99;;
224.42;;
231.38;;
244.68;;
256.96;;
283.30;;
307.19;;
322.06;;
322.16;;
315.64;;
308.31;;
293.31;;
278.32;;
256.56;;
252.64;;
269.39;;
313.74;;
371.70;;
403.17;;
396.79;;
385.91;;
380.06;;
372.81;;
371.33;;
352.20;;
340.68;;
334.62;;
328.03;;
324.17;;
320.41;;
341.69;;
354.46;;
349.86;;
348.02;;
337.56;;
319.43;;
293.30;;
269.07;;
256.75;;
257.87;;
267.45;;
275.17;;
296.36;;
294.64;;
282.96;;
274.95;;
277.10;;
290.91;;
288.53;;
275.25;;
267.68;;
265.32;;
264.25;;
268.14;;
280.85;;
286.26;;
285.04;;
272.31;;
247.02;;
227.51;;
226.13;;
230.54;;
243.37;;
262.98;;
291.14;;
328.95;;
338.35;;
341.21;;
348.81;;
357.38;;
360.32;;
371.42;;
373.53;;
380.19;;
403.31;;
427.66;;
448.41;;
481.47;;
502.22;;
527.96;;
532.48;;
510.35;;
508.21;;
484.63;;
462.52;;
454.60;;
449.22;;
468.44;;
506.71;;
551.00;;
576.43;;
548.38;;
535.05;;
542.49;;
538.45;;
524.38;;
501.08;;
480.24;;
473.41;;
455.52;;
473.09;;
479.40;;
481.28;;
475.53;;
461.19;;
421.46;;
373.35;;
330.13;;
299.64;;
268.76;;
258.05;;
268.73;;
317.58;;
398.54;;
451.15;;
431.99;;
424.04;;
416.78;;
418.27;;
428.36;;
435.09;;
434.31;;
443.70;;
457.59;;
476.89;;
488.61;;
494.98;;
481.78;;
464.98;;
441.63;;
418.01;;
404.27;;
380.31;;
358.50;;
347.30;;
358.64;;
398.04;;
441.80;;
452.82;;
426.26;;
414.59;;
412.78;;
398.56;;
395.26;;
386.98;;
392.84;;
395.64;;
402.33;;
428.41;;
454.37;;
470.44;;
466.40;;
442.64;;
435.46;;
418.60;;
398.51;;
385.19;;
385.26;;
402.77;;
442.24;;
491.73;;
537.95;;
569.53;;
554.01;;
549.11;;
561.18;;
576.01;;
590.27;;
597.60;;
598.33;;
583.69;;
577.91;;
568.60;;
570.50;;
591.30;;
585.78;;
557.46;;
527.13;;
497.32;;
474.41;;
450.46;;
442.97;;
447.02;;
458.28;;
488.30;;
533.69;;
566.50;;
549.27;;
542.81;;
558.04;;
571.93;;
575.91;;
579.52;;
585.36;;
578.07;;
567.67;;
564.03;;
563.97;;
566.22;;
558.03;;
523.81;;
479.42;;
449.58;;
421.22;;
400.18;;
384.27;;
387.84;;
399.28;;
433.10;;
485.14;;
521.46;;
496.86;;
482.78;;
497.73;;
505.59;;
514.38;;
514.99;;
524.58;;
517.48;;
524.67;;
531.96;;
539.21;;
555.34;;
551.35;;
525.51;;
489.24;;
461.07;;
433.20;;
408.25;;
390.25;;
395.28;;
418.09;;
451.27;;
483.76;;
499.40;;
480.76;;
475.45;;
488.26;;
495.17;;
501.53;;
500.85;;
498.30;;
505.62;;
511.41;;
518.48;;
524.61;;
535.29;;
536.91;;
522.84;;
474.24;;
430.33;;
384.41;;
373.42;;
385.20;;
401.42;;
427.65;;
472.03;;
513.22;;
537.87;;
508.29;;
497.51;;
508.15;;
536.20;;
546.76;;
562.29;;
570.88;;
578.09;;
577.72;;
569.80;;
571.46;;
576.23;;
574.12;;
563.96;;
518.40;;
464.60;;
441.87;;
425.11;;
421.52;;
419.19;;
430.13;;
458.59;;
508.93;;
549.22;;
555.45;;
547.87;;
564.76;;
574.26;;
575.39;;
579.62;;
590.89;;
593.22;;
596.71;;
594.32;;
589.26;;
566.71;;
522.27;;
494.45;;
462.86;;
434.26;;
404.82;;
386.75;;
369.65;;
367.09;;
383.75;;
423.84;;
466.85;;
514.46;;
517.50;;
500.37;;
507.29;;
520.27;;
517.44;;
519.96;;
538.09;;
531.94;;
523.45;;
530.81;;
535.62;;
540.15;;
517.94;;
468.29;;
432.39;;
389.20;;
359.03;;
326.51;;
309.29;;
311.10;;
328.21;;
365.23;;
421.15;;
475.75;;
458.70;;
444.54;;
452.27;;
461.46;;
469.39;;
480.59;;
488.66;;
489.08;;
499.87;;
518.50;;
544.05;;
547.23;;
515.39;;
485.98;;
446.77;;
422.28;;
394.98;;
371.44;;
355.27;;
356.89;;
372.98;;
420.05;;
479.78;;
520.29;;
499.97;;
471.95;;
469.22;;
466.46;;
476.63;;
482.98;;
497.85;;
496.21;;
493.36;;
486.01;;
486.74;;
493.81;;
469.97;;
433.12;;
401.50;;
389.33;;
359.73;;
322.10;;
306.88;;
293.48;;
300.47;;
322.77;;
350.45;;
374.61;;
353.66;;
347.12;;
347.23;;
329.17;;
327.30;;
321.52;;
311.05;;
308.36;;
303.69;;
302.64;;
312.77;;
318.51;;
308.22;;
296.87;;
287.06;;
260.83;;
224.03;;
200.89;;
195.67;;
199.46;;
206.37;;
216.01;;
246.35;;
284.11;;
280.08;;
278.40;;
285.04;;
283.84;;
285.11;;
288.01;;
277.59;;
283.91;;
281.15;;
285.77;;
290.00;;
302.54;;
298.99;;
290.45;;
280.70;;
268.78;;
246.39;;
234.84;;
241.95;;
255.50;;
283.51;;
326.56;;
369.75;;
394.34;;
374.78;;
346.30;;
331.25;;
339.77;;
352.75;;
360.62;;
366.86;;
370.37;;
370.35;;
365.49;;
368.23;;
356.10;;
351.02;;
334.79;;
296.59;;
263.92;;
237.47;;
214.75;;
207.14;;
209.76;;
220.52;;
239.91;;
298.89;;
361.99;;
363.82;;
361.57;;
358.67;;
358.55;;
370.98;;
383.07;;
394.94;;
397.18;;
415.42;;
433.80;;
446.14;;
464.10;;
463.64;;
457.87;;
441.10;;
425.64;;
410.34;;
406.70;;
406.48;;
415.16;;
427.81;;
454.33;;
486.96;;
520.20;;
508.64;;
498.97;;
505.23;;
512.32;;
516.03;;
528.28;;
538.98;;
548.51;;
546.29;;
535.94;;
550.41;;
576.09;;
571.96;;
548.67;;
524.35;;
507.78;;
504.17;;
500.97;;
505.40;;
518.25;;
534.67;;
560.71;;
574.00;;
563.93;;
544.90;;
532.96;;
545.48;;
562.36;;
571.15;;
576.59;;
586.95;;
588.93;;
575.07;;
565.58;;
554.43;;
552.84;;
542.50;;
510.34;;
465.88;;
444.15;;
423.46;;
399.87;;
375.12;;
373.34;;
384.07;;
413.16;;
436.23;;
443.39;;
419.86;;
400.45;;
389.14;;
371.65;;
376.75;;
361.31;;
339.09;;
332.54;;
332.33;;
334.87;;
348.52;;
362.70;;
378.30;;
390.54;;
380.54;;
383.62;;
387.23;;
383.91;;
386.13;;
392.39;;
409.04;;
429.31;;
451.86;;
473.56;;
465.81;;
467.97;;
477.96;;
489.21;;
500.05;;
505.43;;
499.94;;
485.35;;
477.34;;
482.05;;
504.89;;
506.74;;
500.78;;
475.48;;
452.57;;
425.46;;
393.26;;
368.67;;
345.68;;
335.26;;
343.67;;
373.41;;
418.74;;
452.24;;
444.76;;
425.17;;
418.87;;
420.16;;
418.10;;
401.62;;
401.07;;
397.65;;
389.01;;
385.08;;
382.47;;
385.21;;
376.04;;
359.89;;
325.34;;
309.69;;
248.73;;
200.21;;
187.40;;
189.84;;
190.63;;
193.97;;
208.74;;
255.15;;
272.34;;
270.50;;
264.00;;
258.06;;
260.60;;
262.30;;
239.68;;
227.31;;
227.07;;
222.66;;
216.72;;
212.57;;
205.19;;
196.60;;
181.83;;
170.29;;
162.80;;
161.84;;
167.49;;
171.78;;
176.65;;
184.45;;
203.07;;
261.61;;
294.44;;
299.42;;
313.95;;
320.30;;
336.62;;
343.88;;
340.70;;
348.18;;
356.91;;
369.60;;
402.91;;
432.33;;
436.72;;
415.11;;
388.03;;
376.93;;
358.50;;
344.36;;
337.29;;
338.63;;
366.34;;
415.01;;
471.58;;
511.89;;
509.78;;
483.42;;
479.66;;
489.82;;
495.96;;
494.61;;
507.01;;
514.32;;
524.64;;
522.47;;
536.30;;
556.27;;
544.96;;
496.00;;
459.32;;
421.00;;
389.96;;
367.04;;
357.04;;
363.38;;
383.30;;
425.31;;
490.12;;
544.45;;
549.90;;
525.44;;
543.76;;
562.25;;
571.10;;
581.80;;
590.20;;
593.55;;
603.58;;
605.26;;
603.90;;
604.89;;
588.33;;
531.82;;
474.95;;
434.67;;
399.27;;
381.38;;
369.32;;
374.12;;
397.01;;
446.34;;
506.12;;
554.28;;
561.37;;
539.21;;
547.39;;
552.21;;
559.21;;
565.08;;
587.74;;
599.66;;
607.81;;
610.04;;
607.81;;
610.09;;
577.65;;
522.81;;
476.54;;
444.85;;
398.59;;
375.81;;
363.13;;
372.66;;
402.05;;
447.91;;
508.51;;
557.40;;
558.47;;
543.20;;
543.23;;
556.32;;
568.10;;
577.94;;
586.47;;
591.81;;
593.43;;
596.96;;
602.30;;
602.32;;
568.71;;
496.62;;
455.74;;
418.08;;
374.80;;
348.64;;
328.48;;
329.53;;
355.29;;
409.82;;
467.93;;
525.13;;
521.95;;
506.47;;
512.82;;
509.88;;
508.86;;
499.54;;
505.12;;
508.19;;
497.12;;
482.24;;
471.82;;
463.62;;
433.34;;
399.25;;
351.64;;
318.28;;
280.30;;
262.84;;
253.38;;
251.36;;
271.28;;
325.40;;
401.73;;
472.05;;
485.70;;
481.24;;
497.85;;
515.76;;
535.59;;
548.68;;
555.37;;
568.23;;
585.72;;
596.41;;
603.64;;
593.00;;
583.56;;
524.30;;
459.52;;
399.95;;
356.76;;
316.00;;
287.16;;
281.95;;
297.08;;
351.36;;
436.02;;
517.86;;
535.07;;
521.06;;
531.60;;
557.36;;
559.58;;
563.18;;
567.01;;
567.38;;
562.94;;
564.91;;
568.77;;
552.65;;
527.31;;
493.03;;
460.51;;
424.49;;
383.33;;
346.53;;
328.92;;
320.82;;
332.22;;
368.34;;
417.75;;
477.56;;
491.42;;
491.34;;
509.86;;
518.91;;
524.41;;
532.30;;
529.89;;
526.13;;
525.97;;
531.24;;
545.50;;
540.96;;
515.35;;
493.03;;
476.06;;
452.79;;
432.72;;
404.70;;
393.61;;
391.01;;
401.48;;
427.41;;
471.47;;
501.80;;
512.24;;
526.19;;
548.48;;
557.52;;
570.82;;
573.48;;
581.54;;
580.39;;
589.05;;
584.41;;
597.84;;
589.01;;
556.49;;
533.69;;
518.95;;
507.75;;
498.68;;
502.65;;
502.93;;
505.47;;
517.45;;
523.10;;
534.22;;
533.34;;
524.25;;
528.55;;
527.28;;
531.63;;
530.15;;
499.39;;
490.15;;
482.33;;
460.42;;
452.86;;
450.71;;
437.67;;
418.80;;
412.36;;
403.47;;
401.50;;
389.80;;
379.01;;
368.48;;
357.43;;
361.59;;
363.61;;
371.58;;
371.66;;
370.98;;
367.08;;
356.05;;
351.08;;
350.99;;
337.89;;
333.20;;
318.39;;
323.51;;
331.48;;
339.04;;
353.13;;
347.70;;
332.35;;
326.62;;
324.83;;
318.40;;
316.24;;
312.16;;
310.22;;
317.74;;
323.86;;
335.15;;
344.84;;
352.94;;
359.04;;
351.39;;
345.81;;
343.72;;
347.01;;
361.27;;
373.68;;
380.19;;
380.54;;
385.34;;
392.41;;
396.12;;
387.69;;
376.01;;
347.68;;
329.24;;
325.18;;
314.29;;
311.98;;
324.76;;
347.00;;
378.19;;
394.76;;
414.07;;
428.75;;
444.23;;
474.31;;
485.58;;
484.19;;
496.43;;
504.23;;
499.54;;
494.47;;
498.56;;
497.57;;
484.08;;
469.81;;
449.65;;
400.73;;
363.42;;
337.11;;
309.83;;
304.15;;
311.51;;
322.75;;
357.79;;
382.17;;
400.88;;
402.20;;
399.31;;
387.71;;
375.54;;
362.20;;
338.68;;
313.61;;
299.28;;
292.61;;
305.63;;
297.80;;
278.13;;
257.86;;
226.30;;
203.49;;
181.92;;
177.95;;
176.44;;
180.54;;
180.12;;
181.43;;
194.04;;
203.65;;
206.01;;
202.57;;
206.22;;
211.02;;
206.28;;
203.61;;
201.47;;
202.36;;
209.01;;
246.90;;
302.00;;
343.18;;
365.04;;
364.87;;
369.82;;
376.48;;
374.35;;
377.46;;
380.93;;
385.98;;
398.53;;
406.24;;
414.38;;
418.97;;
416.65;;
412.09;;
401.81;;
390.92;;
373.20;;
359.36;;
349.07;;
338.60;;
333.20;;
324.88;;
321.53;;
317.42;;
306.14;;
299.06;;
283.31;;
260.65;;
240.66;;
214.04;;
192.68;;
181.02;;
183.74;;
199.45;;
244.37;;
277.68;;
279.83;;
280.04;;
274.53;;
263.03;;
213.08;;
192.46;;
194.52;;
195.36;;
197.98;;
203.32;;
213.98;;
221.44;;
216.27;;
211.07;;
203.77;;
194.50;;
194.90;;
191.73;;
182.58;;
178.63;;
179.75;;
187.01;;
190.64;;
202.13;;
207.09;;
200.72;;
191.16;;
192.78;;
189.75;;
192.47;;
188.67;;
190.62;;
